datetime,followed_by,following,media
2018-04-14 03:20:08,59884,40,122
2018-04-14 03:30:08,59886,40,122
2018-04-14 03:40:09,59886,40,122
2018-04-14 03:50:08,59887,40,122
2018-04-14 04:00:08,59888,40,122
2018-04-14 04:10:09,59889,40,122
2018-04-14 04:20:09,59889,40,122
2018-04-14 04:30:08,59890,40,122
2018-04-14 04:40:08,59889,40,122
2018-04-14 04:50:09,59890,40,122
2018-04-14 05:00:09,59892,40,122
2018-04-14 05:10:09,59892,40,122
2018-04-14 05:20:08,59892,40,122
2018-04-14 05:30:08,59892,40,122
2018-04-14 05:40:07,59893,40,122
2018-04-14 05:50:07,59894,40,122
2018-04-14 06:00:07,59895,40,122
2018-04-14 06:10:08,59894,40,122
2018-04-14 06:20:08,59896,40,122
2018-04-14 06:30:08,59896,40,122
2018-04-14 06:40:07,59897,40,122
2018-04-14 06:50:08,59897,40,122
2018-04-14 07:00:08,59899,40,122
2018-04-14 07:10:08,59905,40,122
2018-04-14 07:20:07,59903,40,122
2018-04-14 07:30:07,59904,40,122
2018-04-14 07:40:08,59911,40,122
2018-04-14 07:50:08,59917,40,122
2018-04-14 08:00:07,59927,40,122
2018-04-14 08:10:07,59937,40,122
2018-04-14 08:30:07,59960,40,122
2018-04-14 08:40:07,59975,40,122
2018-04-14 08:50:07,59984,40,122
2018-04-14 09:00:07,59993,40,122
2018-04-14 09:10:07,60004,40,122
2018-04-14 09:20:07,60015,40,122
2018-04-14 09:30:07,60027,40,122
2018-04-14 09:40:07,60041,40,122
2018-04-14 09:50:07,60051,40,122
2018-04-14 10:00:07,60066,40,123
2018-04-14 10:10:07,60068,40,123
2018-04-14 10:20:07,60091,40,123
2018-04-14 10:30:08,60099,40,123
2018-04-14 10:40:07,60108,40,123
2018-04-14 10:50:07,60123,40,123
2018-04-14 11:00:07,60145,40,123
2018-04-14 11:10:07,60159,40,123
2018-04-14 11:20:07,60177,40,123
2018-04-14 11:30:06,60194,40,123
2018-04-14 11:40:07,60201,40,123
2018-04-14 11:50:07,60215,40,123
2018-04-14 12:00:07,60228,40,123
2018-04-14 12:10:07,60242,40,123
2018-04-14 12:20:07,60260,39,123
2018-04-14 12:30:07,60271,39,123
2018-04-14 12:40:08,60288,39,123
2018-04-14 12:50:08,60302,39,123
2018-04-14 13:10:08,60325,39,123
2018-04-14 13:20:08,60340,39,123
2018-04-14 13:30:09,60355,39,123
2018-04-14 13:40:09,60365,39,123
2018-04-14 13:50:08,60377,39,123
2018-04-14 14:00:13,60394,39,124
2018-04-14 14:10:09,60407,39,124
2018-04-14 14:20:08,60422,39,124
2018-04-14 14:40:07,60451,39,124
2018-04-14 14:50:08,60471,39,124
2018-04-14 15:00:07,60489,39,124
2018-04-14 15:10:06,60497,39,124
2018-04-14 15:20:07,60513,39,124
2018-04-14 15:30:07,60530,39,124
2018-04-14 15:40:07,60547,39,124
2018-04-14 15:50:07,60572,39,124
2018-04-14 16:00:07,60590,39,124
2018-04-14 16:10:07,60606,39,124
2018-04-14 16:20:07,60617,39,124
2018-04-14 16:30:08,60640,39,124
2018-04-14 16:40:08,60655,39,124
2018-04-14 16:50:08,60666,39,124
2018-04-14 17:00:08,60684,39,124
2018-04-14 17:10:08,60700,39,124
2018-04-14 17:20:08,60712,39,124
2018-04-14 17:30:08,60727,39,124
