datetime,followed_by,following,media
2018-04-14 09:40:02,161482,49,162
2018-04-14 09:50:03,161515,49,163
2018-04-14 10:00:03,161534,49,163
2018-04-14 10:10:03,161550,49,163
2018-04-14 10:20:03,161570,49,163
2018-04-14 10:30:03,161587,49,163
2018-04-14 10:40:03,161596,49,163
2018-04-14 10:50:03,161615,49,163
2018-04-14 11:00:03,161638,49,163
2018-04-14 11:10:02,161662,49,163
2018-04-14 11:20:02,161690,49,163
2018-04-14 11:30:02,161725,49,163
2018-04-14 11:40:02,161742,49,163
2018-04-14 11:50:02,161760,49,163
2018-04-14 12:00:02,161793,49,163
2018-04-14 12:10:02,161868,49,163
2018-04-14 12:20:02,161954,49,163
2018-04-14 12:30:02,162041,49,163
2018-04-14 12:40:03,162092,49,163
2018-04-14 12:50:03,162159,49,163
2018-04-14 13:00:03,162231,49,163
2018-04-14 13:10:03,162269,49,163
2018-04-14 13:20:03,162318,49,163
2018-04-14 13:30:03,162367,49,163
2018-04-14 13:40:03,162416,49,163
2018-04-14 13:50:03,162456,49,163
2018-04-14 14:00:08,162497,49,163
2018-04-14 14:10:03,162536,49,163
2018-04-14 14:20:03,162581,49,163
2018-04-14 14:30:03,162619,49,163
2018-04-14 14:40:02,162664,49,163
2018-04-14 14:50:03,162706,49,163
2018-04-14 15:00:02,162748,49,163
2018-04-14 15:10:02,162762,49,163
2018-04-14 15:20:02,162797,49,163
2018-04-14 15:30:02,162830,49,163
2018-04-14 15:40:02,162875,49,163
2018-04-14 15:50:02,162907,49,163
2018-04-14 16:00:03,162950,49,163
2018-04-14 16:10:02,162992,49,163
2018-04-14 16:20:02,163022,49,163
2018-04-14 16:30:03,163056,49,163
2018-04-14 16:40:03,163093,49,163
2018-04-14 16:50:03,163126,49,163
2018-04-14 17:00:03,163151,49,163
2018-04-14 17:10:03,163187,49,163
2018-04-14 17:20:03,163214,49,163
2018-04-14 17:30:03,163239,49,163
