datetime,followed_by,following,media
2018-04-14 07:40:04,39119,66,69
2018-04-14 07:50:04,39121,66,69
2018-04-14 08:00:03,39134,66,69
2018-04-14 08:10:03,39141,66,69
2018-04-14 08:20:03,39146,66,69
2018-04-14 08:30:03,39153,66,69
2018-04-14 08:40:03,39169,66,69
2018-04-14 08:50:03,39179,66,69
2018-04-14 09:00:03,39185,66,69
2018-04-14 09:10:03,39207,66,69
2018-04-14 09:20:03,39220,66,69
2018-04-14 09:30:03,39228,66,69
2018-04-14 09:40:03,39241,66,69
2018-04-14 09:50:03,39255,66,69
2018-04-14 10:00:03,39265,66,69
2018-04-14 10:10:03,39277,66,69
2018-04-14 10:20:03,39291,66,69
2018-04-14 10:30:03,39304,66,69
2018-04-14 10:40:03,39313,66,69
2018-04-14 10:50:03,39321,66,69
2018-04-14 11:00:03,39333,66,69
2018-04-14 11:10:03,39343,66,69
2018-04-14 11:20:03,39353,66,69
2018-04-14 11:30:03,39365,66,69
2018-04-14 11:40:03,39375,66,69
2018-04-14 11:50:03,39381,66,69
2018-04-14 12:00:03,39399,66,69
2018-04-14 12:10:03,39410,66,69
2018-04-14 12:20:03,39416,66,69
2018-04-14 12:30:03,39431,66,69
2018-04-14 12:40:03,39446,66,69
2018-04-14 12:50:04,39461,66,69
2018-04-14 13:00:03,39476,66,69
2018-04-14 13:10:03,39487,66,69
2018-04-14 13:20:03,39504,66,69
2018-04-14 13:30:04,39520,66,69
2018-04-14 13:40:03,39532,66,69
2018-04-14 13:50:04,39544,66,69
2018-04-14 14:00:08,39560,66,69
2018-04-14 14:10:04,39577,66,69
2018-04-14 14:20:04,39581,66,69
2018-04-14 14:30:04,39588,66,69
2018-04-14 14:40:03,39603,66,69
2018-04-14 14:50:04,39616,66,69
2018-04-14 15:00:03,39629,66,69
2018-04-14 15:10:03,39636,66,69
2018-04-14 15:20:03,39642,66,69
2018-04-14 15:30:03,39649,66,69
2018-04-14 15:40:03,39657,66,69
2018-04-14 15:50:03,39671,66,69
2018-04-14 16:00:03,39686,66,69
2018-04-14 16:10:03,39697,66,69
2018-04-14 16:20:03,39705,66,69
2018-04-14 16:30:03,39716,66,69
2018-04-14 16:40:03,39723,66,69
2018-04-14 16:50:04,39733,66,69
2018-04-14 17:00:03,39739,66,69
2018-04-14 17:10:03,39744,66,69
2018-04-14 17:20:04,39751,66,69
2018-04-14 17:30:03,39761,66,69
