datetime,followed_by,following,media
2018-04-14 14:50:05,76102,39,137
2018-04-14 15:00:04,76124,39,137
2018-04-14 15:10:03,76149,39,137
2018-04-14 15:20:03,76166,39,137
2018-04-14 15:30:03,76193,39,137
2018-04-14 15:40:03,76211,39,137
2018-04-14 15:50:04,76235,39,137
2018-04-14 16:00:04,76272,39,137
2018-04-14 16:10:04,76286,39,137
2018-04-14 16:20:03,76306,39,137
2018-04-14 16:30:04,76323,39,137
2018-04-14 16:40:04,76341,39,137
2018-04-14 16:50:04,76351,39,137
2018-04-14 17:00:04,76372,39,137
2018-04-14 17:10:04,76388,39,137
2018-04-14 17:20:04,76398,39,137
2018-04-14 17:30:04,76418,39,137
