2017-03-05,13:45,22567
2017-03-05,14:00,22587
2017-03-05,14:15,22603
2017-03-05,14:30,22621
2017-03-05,14:45,22636
2017-03-05,15:00,22648
2017-03-05,15:15,22661
2017-03-05,15:30,22679
2017-03-05,15:45,22696
2017-03-05,16:00,22725
2017-03-05,16:15,22743
2017-03-05,16:30,22765
2017-03-05,16:45,22776
2017-03-05,17:00,22783
2017-03-05,17:15,22799
2017-03-05,17:30,22825
2017-03-05,17:45,22854
2017-03-05,18:00,22867
2017-03-05,18:15,22883
2017-03-05,18:30,22899
2017-03-05,18:45,22913
2017-03-05,19:00,22928
2017-03-05,19:15,22946
2017-03-05,19:30,22965
2017-03-05,19:45,22984
2017-03-05,20:00,23016
2017-03-05,20:15,23040
2017-03-05,20:30,23051
2017-03-05,20:45,23054
2017-03-05,21:00,23073
2017-03-05,21:15,23090
2017-03-05,21:30,23094
2017-03-05,21:45,23112
2017-03-05,22:00,23130
2017-03-05,22:15,23134
2017-03-05,22:30,23142
2017-03-05,22:45,23150
2017-03-05,23:00,23160
2017-03-05,23:15,23173
2017-03-05,23:30,23176
2017-03-05,23:45,23187
2017-03-06,00:00,23192
2017-03-06,00:15,23195
2017-03-06,00:30,23200
2017-03-06,00:45,23203
2017-03-06,01:00,23204
2017-03-06,01:15,23206
2017-03-06,01:30,23209
2017-03-06,01:45,23210
2017-03-06,02:00,23211
2017-03-06,02:15,23210
2017-03-06,02:30,23211
2017-03-06,02:45,23214
2017-03-06,03:00,23215
2017-03-06,03:15,23215
2017-03-06,03:30,23215
2017-03-06,03:45,23215
2017-03-06,04:00,23216
2017-03-06,04:15,23217
2017-03-06,04:30,23217
2017-03-06,04:45,23218
2017-03-06,05:00,23218
2017-03-06,05:15,23218
2017-03-06,05:30,23218
2017-03-06,05:45,23218
2017-03-06,06:00,23217
2017-03-06,06:15,23219
2017-03-06,06:30,23225
2017-03-06,06:45,23229
2017-03-06,07:00,23236
2017-03-06,07:15,23240
2017-03-06,07:30,23240
2017-03-06,07:45,23242
2017-03-06,08:00,23247
2017-03-06,08:15,23251
2017-03-06,08:30,23255
2017-03-06,08:45,23256
2017-03-06,09:00,23259
2017-03-06,09:15,23263
2017-03-06,09:30,23262
2017-03-06,09:45,23261
2017-03-06,10:00,23264
2017-03-06,10:15,23263
2017-03-06,10:30,23263
2017-03-06,10:45,23266
2017-03-06,11:00,23274
2017-03-06,11:15,23275
2017-03-06,11:30,23277
2017-03-06,11:45,23280
2017-03-06,12:00,23278
2017-03-06,12:15,23285
2017-03-06,12:30,23287
2017-03-06,12:45,23291
2017-03-06,13:00,23295
2017-03-06,13:15,23299
2017-03-06,13:30,23306
2017-03-06,13:45,23315
2017-03-06,14:00,23326
2017-03-06,14:15,23337
2017-03-06,14:30,23350
2017-03-06,14:45,23359
2017-03-06,15:00,23370
2017-03-06,15:15,23379
2017-03-06,15:30,23383
2017-03-06,15:45,23397
2017-03-06,16:00,23414
2017-03-06,16:15,23426
2017-03-06,16:30,23434
2017-03-06,16:45,23441
2017-03-06,17:00,23462
2017-03-06,17:15,23486
2017-03-06,17:30,23518
2017-03-06,17:45,23544
2017-03-06,18:00,23567
2017-03-06,18:15,23578
2017-03-06,18:30,23590
2017-03-06,18:45,23608
2017-03-06,19:00,23622
2017-03-06,19:15,23638
2017-03-06,19:30,23650
2017-03-06,19:45,23660
2017-03-06,20:00,23680
2017-03-06,20:15,23700
2017-03-06,20:30,23712
2017-03-06,20:45,23730
2017-03-06,21:00,23744
2017-03-06,21:15,23765
2017-03-06,21:30,23782
2017-03-06,21:45,23811
2017-03-06,22:00,23824
2017-03-06,22:15,23836
2017-03-06,22:30,23850
2017-03-06,22:45,23858
2017-03-06,23:00,23867
2017-03-06,23:15,23874
2017-03-06,23:30,23878
2017-03-06,23:45,23878
2017-03-07,00:00,23880
2017-03-07,00:15,23884
2017-03-07,00:30,23888
2017-03-07,00:45,23890
2017-03-07,01:00,23889
2017-03-07,01:15,23892
2017-03-07,01:30,23896
2017-03-07,01:45,23894
2017-03-07,02:00,23897
2017-03-07,02:15,23898
2017-03-07,02:30,23899
2017-03-07,02:45,23899
2017-03-07,03:00,23899
2017-03-07,03:15,23900
2017-03-07,03:30,23900
2017-03-07,03:45,23900
2017-03-07,04:00,23901
2017-03-07,04:15,23901
2017-03-07,04:30,23902
2017-03-07,04:45,23902
2017-03-07,05:00,23902
2017-03-07,05:15,23902
2017-03-07,05:30,23902
2017-03-07,05:45,23902
2017-03-07,06:00,23903
2017-03-07,06:15,23905
2017-03-07,06:30,23907
2017-03-07,06:45,23913
2017-03-07,07:00,23915
2017-03-07,07:15,23921
2017-03-07,07:30,23930
2017-03-07,07:45,23935
2017-03-07,08:00,23938
2017-03-07,08:15,23938
2017-03-07,08:30,23939
2017-03-07,08:45,23939
2017-03-07,09:00,23940
2017-03-07,09:15,23942
2017-03-07,09:30,23943
2017-03-07,09:45,23947
2017-03-07,10:00,23946
2017-03-07,10:15,23947
2017-03-07,10:30,23950
2017-03-07,10:45,23953
2017-03-07,11:00,23958
2017-03-07,11:15,23961
2017-03-07,11:30,23963
2017-03-07,11:45,23964
2017-03-07,12:00,23956
2017-03-07,12:15,23958
2017-03-07,12:30,23964
2017-03-07,12:45,23967
2017-03-07,13:00,23972
2017-03-07,13:15,23978
2017-03-07,13:30,23983
2017-03-07,13:45,23989
2017-03-07,14:00,23996
2017-03-07,14:15,24004
2017-03-07,14:30,24014
2017-03-07,14:45,24027
2017-03-07,15:00,24043
2017-03-07,15:15,24055
2017-03-07,15:30,24064
2017-03-07,15:45,24082
2017-03-07,16:00,24092
2017-03-07,16:15,24100
2017-03-07,16:30,24115
2017-03-07,16:45,24127
2017-03-07,17:00,24137
2017-03-07,17:15,24147
2017-03-07,17:30,24160
2017-03-07,17:45,24178
2017-03-07,18:00,24186
2017-03-07,18:15,24204
2017-03-07,18:30,24214
2017-03-07,18:45,24227
2017-03-07,19:00,24244
2017-03-07,19:15,24252
2017-03-07,19:30,24265
2017-03-07,19:45,24269
2017-03-07,20:00,24271
2017-03-07,20:15,24287
2017-03-07,20:30,24291
2017-03-07,20:45,24301
2017-03-07,21:00,24314
2017-03-07,21:15,24331
2017-03-07,21:30,24339
2017-03-07,21:45,24349
2017-03-07,22:00,24357
2017-03-07,22:15,24365
2017-03-07,22:30,24374
2017-03-07,22:45,24378
2017-03-07,23:00,24383
2017-03-07,23:15,24392
2017-03-07,23:30,24392
2017-03-07,23:45,24397
2017-03-08,00:00,24400
2017-03-08,00:15,24399
2017-03-08,00:30,24401
2017-03-08,00:45,24403
2017-03-08,01:00,24406
2017-03-08,01:15,24407
2017-03-08,01:30,24407
2017-03-08,01:45,24408
2017-03-08,02:00,24408
2017-03-08,02:15,24409
2017-03-08,02:30,24412
2017-03-08,02:45,24411
2017-03-08,03:00,24413
2017-03-08,03:15,24414
2017-03-08,03:30,24414
2017-03-08,03:45,24414
2017-03-08,04:00,24414
2017-03-08,04:15,24407
2017-03-08,04:30,24407
2017-03-08,04:45,24407
2017-03-08,05:00,24406
2017-03-08,05:15,24406
2017-03-08,05:30,24408
2017-03-08,05:45,24408
2017-03-08,06:00,24410
2017-03-08,06:15,24413
2017-03-08,06:30,24415
2017-03-08,06:45,24421
2017-03-08,07:00,24424
2017-03-08,07:15,24430
2017-03-08,07:30,24431
2017-03-08,07:45,24434
2017-03-08,08:00,24440
2017-03-08,08:15,24442
2017-03-08,08:30,24443
2017-03-08,08:45,24444
2017-03-08,09:00,24445
2017-03-08,09:15,24447
2017-03-08,09:30,24451
2017-03-08,09:45,24454
2017-03-08,10:00,24454
2017-03-08,10:15,24452
2017-03-08,10:30,24458
2017-03-08,10:45,24461
2017-03-08,11:00,24464
2017-03-08,11:15,24465
2017-03-08,11:30,24471
2017-03-08,11:45,24471
2017-03-08,12:00,24474
2017-03-08,12:15,24477
2017-03-08,12:30,24489
2017-03-08,12:45,24499
2017-03-08,13:00,24510
2017-03-08,13:15,24537
2017-03-08,13:30,24563
2017-03-08,13:45,24575
2017-03-08,14:00,24588
2017-03-08,14:15,24609
2017-03-08,14:30,24630
2017-03-08,14:45,24652
2017-03-08,15:00,24666
2017-03-08,15:15,24683
2017-03-08,15:30,24701
2017-03-08,15:45,24716
2017-03-08,16:00,24738
2017-03-08,16:15,24754
2017-03-08,16:30,24774
2017-03-08,16:45,24799
2017-03-08,17:00,24823
2017-03-08,17:15,24847
2017-03-08,17:30,24876
2017-03-08,17:45,24902
2017-03-08,18:00,24923
2017-03-08,18:15,24951
2017-03-08,18:30,24972
2017-03-08,18:45,24988
2017-03-08,19:00,25005
2017-03-08,19:15,25020
2017-03-08,19:30,25033
2017-03-08,19:45,25067
2017-03-08,20:00,25096
2017-03-08,20:15,25120
2017-03-08,20:30,25141
2017-03-08,20:45,25174
2017-03-08,21:00,25230
2017-03-08,21:15,25259
2017-03-08,21:30,25280
2017-03-08,21:45,25308
2017-03-08,22:00,25332
2017-03-08,22:15,25355
2017-03-08,22:30,25370
2017-03-08,22:45,25382
2017-03-08,23:00,25389
2017-03-08,23:15,25398
2017-03-08,23:30,25406
2017-03-08,23:45,25406
2017-03-09,00:00,25411
2017-03-09,00:15,25414
2017-03-09,00:30,25415
2017-03-09,00:45,25417
2017-03-09,01:00,25417
2017-03-09,01:15,25417
2017-03-09,01:30,25419
2017-03-09,01:45,25421
2017-03-09,02:00,25424
2017-03-09,02:15,25425
2017-03-09,02:30,25425
2017-03-09,02:45,25427
2017-03-09,03:00,25428
2017-03-09,03:15,25429
2017-03-09,03:30,25430
2017-03-09,03:45,25430
2017-03-09,04:00,25430
2017-03-09,04:15,25428
2017-03-09,04:30,25428
2017-03-09,04:45,25431
2017-03-09,05:00,25431
2017-03-09,05:15,25431
2017-03-09,05:30,25433
2017-03-09,05:45,25435
2017-03-09,06:00,25436
2017-03-09,06:15,25441
2017-03-09,06:30,25449
2017-03-09,06:45,25448
2017-03-09,07:00,25455
2017-03-09,07:15,25461
2017-03-09,07:30,25470
2017-03-09,07:45,25476
2017-03-09,08:00,25483
2017-03-09,08:15,25488
2017-03-09,08:30,25492
2017-03-09,08:45,25497
2017-03-09,09:00,25500
2017-03-09,09:15,25506
2017-03-09,09:30,25509
2017-03-09,09:45,25513
2017-03-09,10:00,25517
2017-03-09,10:15,25517
2017-03-09,10:30,25520
2017-03-09,10:45,25523
2017-03-09,11:00,25526
2017-03-09,11:15,25532
2017-03-09,11:30,25537
2017-03-09,11:45,25540
2017-03-09,12:00,25546
2017-03-09,12:15,25551
2017-03-09,12:30,25560
2017-03-09,12:45,25564
2017-03-09,13:00,25566
2017-03-09,13:15,25575
2017-03-09,13:30,25582
2017-03-09,13:45,25596
2017-03-09,14:00,25610
2017-03-09,14:15,25622
2017-03-09,14:30,25632
2017-03-09,14:45,25650
2017-03-09,15:00,25659
2017-03-09,15:15,25675
2017-03-09,15:30,25686
2017-03-09,15:45,25702
2017-03-09,16:00,25708
2017-03-09,16:15,25732
2017-03-09,16:30,25743
2017-03-09,16:45,25755
2017-03-09,17:00,25768
2017-03-09,17:15,25786
2017-03-09,17:30,25802
2017-03-09,17:45,25814
2017-03-09,18:00,25829
2017-03-09,18:15,25840
2017-03-09,18:30,25857
2017-03-09,18:45,25867
2017-03-09,19:00,25878
2017-03-09,19:15,25887
2017-03-09,19:30,25893
2017-03-09,19:45,25907
2017-03-09,20:00,25919
2017-03-09,20:15,25943
2017-03-09,20:30,26008
2017-03-09,20:45,26049
2017-03-09,21:00,26114
2017-03-09,21:15,26166
2017-03-09,21:30,26278
2017-03-09,21:45,26335
2017-03-09,22:00,26442
2017-03-09,22:15,26584
2017-03-09,22:30,26713
2017-03-09,22:45,26823
2017-03-09,23:00,26887
2017-03-09,23:15,26922
2017-03-09,23:30,26942
2017-03-09,23:45,26956
2017-03-10,00:00,26987
2017-03-10,00:15,26999
2017-03-10,00:30,27008
2017-03-10,00:45,27014
2017-03-10,01:00,27022
2017-03-10,01:15,27028
2017-03-10,01:30,27028
2017-03-10,01:45,27030
2017-03-10,02:00,27033
2017-03-10,02:15,27036
2017-03-10,02:30,27037
2017-03-10,02:45,27039
2017-03-10,03:00,27040
2017-03-10,03:15,27041
2017-03-10,03:30,27043
2017-03-10,03:45,27043
2017-03-10,04:00,27044
2017-03-10,04:15,27042
2017-03-10,04:30,27043
2017-03-10,04:45,27046
2017-03-10,05:00,27047
2017-03-10,05:15,27046
2017-03-10,05:30,27049
2017-03-10,05:45,27052
2017-03-10,06:00,27053
2017-03-10,06:15,27059
2017-03-10,06:30,27071
2017-03-10,06:45,27087
2017-03-10,07:00,27112
2017-03-10,07:15,27130
2017-03-10,07:30,27152
2017-03-10,07:45,27170
2017-03-10,08:00,27188
2017-03-10,08:15,27196
2017-03-10,08:30,27209
2017-03-10,08:45,27223
2017-03-10,09:00,27232
2017-03-10,09:15,27239
2017-03-10,09:30,27247
2017-03-10,09:45,27251
2017-03-10,10:00,27258
2017-03-10,10:15,27256
2017-03-10,10:30,27269
2017-03-10,10:45,27276
2017-03-10,11:00,27278
