2017-03-14,14:30,19626
2017-03-14,14:45,19631
2017-03-14,15:00,19639
2017-03-14,15:15,19649
2017-03-14,15:30,19664
2017-03-14,15:45,19671
2017-03-14,16:00,19676
2017-03-14,16:15,19685
2017-03-14,16:30,19696
2017-03-14,16:45,19700
2017-03-14,17:00,19709
2017-03-14,17:15,19718
2017-03-14,17:30,19726
2017-03-14,17:45,19735
2017-03-14,18:00,19740
2017-03-14,18:15,19741
2017-03-14,18:30,19750
2017-03-14,18:45,19752
2017-03-14,19:00,19758
2017-03-14,19:15,19768
2017-03-14,19:30,19775
2017-03-14,19:45,19781
2017-03-14,20:00,19791
2017-03-14,20:15,19799
2017-03-14,20:30,19798
2017-03-14,20:45,19801
2017-03-14,21:00,19806
2017-03-14,21:15,19815
2017-03-14,21:30,19822
2017-03-14,21:45,19829
2017-03-14,22:00,19833
2017-03-14,22:15,19838
2017-03-14,22:30,19839
2017-03-14,22:45,19842
2017-03-14,23:00,19844
2017-03-14,23:15,19850
2017-03-14,23:30,19854
2017-03-14,23:45,19859
2017-03-15,00:00,19859
2017-03-15,00:15,19861
2017-03-15,00:30,19861
2017-03-15,00:45,19860
2017-03-15,01:00,19860
2017-03-15,01:15,19861
2017-03-15,01:30,19861
2017-03-15,01:45,19862
2017-03-15,02:00,19864
2017-03-15,02:15,19900
2017-03-15,02:30,19900
2017-03-15,02:45,19900
2017-03-15,03:00,19900
2017-03-15,03:15,19902
2017-03-15,03:30,19901
2017-03-15,03:45,19901
2017-03-15,04:00,19901
2017-03-15,04:15,19901
2017-03-15,04:30,19898
2017-03-15,04:45,19898
2017-03-15,05:00,19899
2017-03-15,05:15,19899
2017-03-15,05:30,19900
2017-03-15,05:45,19901
2017-03-15,06:00,19901
2017-03-15,06:15,19902
2017-03-15,06:30,19903
2017-03-15,06:45,19904
2017-03-15,07:00,19906
2017-03-15,07:15,19911
2017-03-15,07:30,19912
2017-03-15,07:45,19915
2017-03-15,08:00,19916
2017-03-15,08:15,19916
2017-03-15,08:30,19918
2017-03-15,08:45,19918
2017-03-15,09:00,19918
2017-03-15,09:15,19921
2017-03-15,09:30,19919
2017-03-15,09:45,19919
2017-03-15,10:00,19918
2017-03-15,10:15,19921
2017-03-15,10:30,19920
2017-03-15,10:45,19922
2017-03-15,11:00,19923
2017-03-15,11:15,19924
2017-03-15,11:30,19923
2017-03-15,11:45,19923
2017-03-15,12:00,19925
2017-03-15,12:15,19926
2017-03-15,12:30,19929
